Student ID,Unit Number,Comments,Satisfaction
46,40,"<> teaching is great, and the experience of shooting 16mm is absolutely unbeatable. This class was amazing and the opportunity to use film was so so so valuable. Loved this class",5
47,8,"The lectures, and learning about adaptation processes and how the film industry is changing to revolve around trans media franchises. The tutorial discussions were also informative and lots of fun.",5
48,41,talking on the same level with the teachers,5
49,42,"The first group assignment was good, although my group found it hard to keep up stamina for the second.",5
50,21,tutorial classes. tutorial questions.,5
51,26,The use of video interviews was fantastic. It gave us the opportunity to listen to how they talk and the natural way they tell their stories.,5
52,43,"Interesting, lots of hand on work.",5
53,44,The  weekly feedback and the assessment feedback,5
54,45,The online tests,5
55,27,I found the structure of the course work really helpful and refreshing. Having the important tutorial tasks get submitted and marked with the assignment tasks is far better than a portfolio set-up as it forces students to be up-to-date and motivates them to work well as their work gets marked. This structure worked very well for my learning style and im assuming most students did very well in this unit as most programming units haven't actually thought about the best structure for the students they choose the most logical way but also a way that makes their marking job the easiest.,5
56,46,labs.,5
56,47,Labs and <> was good in teaching.,5
57,48,"Tutorial times were used effectively, where the class was encouraged to lead discussion and friendly debate. <> steps back enough to allow the class to conduct it's own discussion but also has complete control of the space as well, and contributes her own honest opinions which is very helpful.",5
58,49,We can practice and do a practical project.,5
59,50,Lecturer <> is very experienced and kind. Tutor <> is very very responsible and encouraging with students!,5
60,12,<> lectures where very engaging and interesting,5
61,25,"The final project of design the photo book was by far the most enjoyable part of the unit, and the only real time I learnt how photography works with design.",5
62,51,Communication between teacher/student and relevant information,5
63,52,The best aspects were the relatively open scope when completing assessments.,5
64,53,"Appreciate the effort of constructing the lecture slides. They were really nice and mostly understandable. Content was great. Full on though!
Practicals were very interesting, I liked the TBI experiment and evoked potentials as it was hands on.
Many people had problems with the due dates, very appreciated that many extensions were given. To avoid as many extensions for students taking the unit in the future: simpler is often better, assessment guides could seem overwhelming to some students. Regular check-in with students at the start of lectures to avoid frustration. Better communication among teaching staff, as well as being more present on blackboard.",5
65,54,Lectures and labs were well organised and each topic was explained deeply in each type of class mode with examples from few similar tasks. It was very organised and we were able to keep track of how we are going in tasks with reminders from lecturer in blackboard. Help desk was extremely beneficial and the tutors there were really helpful and guided me with calmness. Weekly videos were also a major help when struggling with challenging tasks so that was really helpful.,5
66,40,Still getting to use 16mm in this day and age.,5
67,55,"The straightforward content, the tutors.",5
68,56,4 hours of lectures is a good amount of time to be able to learn everything. Tutorial questions are relevant.,5
69,57,"Fascinating subject matter, I love <>  lectures. he is so interesting to listen to and delivers the information in such a logical and easy to understand matter. His lectures are probably the best laid out and delivered of all of my units which is amazing because I feel like I get a really good grasp of the subject and am able to take really good notes as well.",5
70,25,"The colour assignment and I liked the use of Flickr, as I gained feedback on my photos through comments.",5
71,58,"The content presented in an understandable manner, the group work sheets to collaborate on ideas and engage with peers",5
71,59,The reiteration of key concepts in tutorials with practical examples,5
72,17,The clicker questions and the tutorials were the best approach towards learning.  The few physcasts that were there helped to assimilate the information very well.  The labs were well-designed and very integrated with the content - I should have chose the 'odd number' weeks because doing the labs on the even weeks meant that I missed out on the relevant information on the week it was presented.,5
73,60,the project of creating a board game prototype,5
74,61,<> clearly sets out the process of answering problem questions.,5
75,62,Learning provides sufficient resources for students to help them improve with their studies.,5
76,63,"*Practising in the lecture 
*The online test, it was letting me to study topic per topic 
*The unit in general is interesting and I really enjoyed it",5
77,43,tutorial activities,5
78,64,"there was nothing related to design field, we were just talking about aboriginals.",5
79,65,"I strongly disappointing on how this unit programmed/organized.  As a international student i traveled all the way to here to learn some new skills and develop knowledge. however, this unit is conducted on online based classes.",5
80,66,clear structured examples,5
81,67,All of the content we have learned in class is extremely valuable. I have already used the skills I have learned this semester in production management on short film shoots and my organisation and communication during production has already improved. The lessons are well-structured so that we have class time to work on our group assignments which takes pressure off of trying to organise a group together outside of class.,5
82,68,Lectures often compressed the examined content into the first hour so we could all leave early.,5
78,65,I did not liked it at all. As I learned nothing out of this unit. Plus the outline is so confusing and no teaching session made it more difficult.,5
83,69,The visual aids and the computer programs like MDsolids really helps with cementing understanding.,5
84,70,The option to explore new forms of media in Assignment 2.,5
85,15,it is well explained and i like the teaching.,5
86,71,teaching method is superb,5
87,63,"I really enjoyed the teachers both <> and <>. 

<> was great to get to know, and <> was very thorough in her teaching.",5
88,42,The way <> presented the topic and is never ending urge to help me,5
89,72,the teacher can fix our report problem and give useful suggestions,5
90,73,<> tuts.,5
91,74,The way my teacher revised the topics and explained it to me.,5
92,75,Group assessment to meet new people,5
93,76,Teacher's understanding and support throughout the project,5
94,77,"I enjoyed doing more assessments, compared to less in my other ones. It is more work, but it is more fair and I think that was a great idea.",5
92,78,Tutes,5
95,75,"Uh..nothing? Drawing is okay, but we're not artists..

<> was the only helpful tutor - give this girl a medal!",5
96,79,The lab videos were interesting.,5
97,80,Love this unit! <> is the best teacher I've ever had.,5
98,81,Topics covered,5
99,82,The guest speakers. The variety of lecturers to add different perspectives.,5
100,83,<> continuous support in the project. <> support material like videos and books that help us in the diagramming and creation process.,5
101,78,Cooperation with the teachers and feedback on ways to improve.,5
102,84,"lectures very engaging, <> has excellent way of describing things",5
103,85,"how we can improve our ways into conserve energy, and come up with other products.",5
104,41,"<> enthusiasm and genuine interest in seeing us learn the prototyping process was a refreshing change. A lot of the lecturers and conveners we get in this University just do not care. <> gave his all in this unit, and the content was better because of it. 10/10 unit, would take it again.",5
105,86,Getting hands on experience working on a project with the help of the teachers is a great setting to learn this.,5
106,87,"In my personal opinion, the excel spreadsheets was the best facet of this particular <>. Having the capability to use spreadsheets for financial analysis adds value to my professional/personal development, respectfully. 

Moreover, the <> assignment was certainly challenging - took up a hefty amount of time. However, I did gain valuable insight in regards to the capital market – IPOs and trading shares.",5
107,88,Including many areas,5
108,89,"<> is so passionate about <>and it's contagious. Not to mention he's a top lecturer, which unfortunately lead to my other ones this semester seeming quite pale by comparison. Or the other tutors, since I was lucky enough to be in his labs. He keeps things fun, relevant and oh so interesting.

Also the labs are really well written. )b",5
109,90,Information and delivery of the lectures and flexibility within the tutes to explore different concepts and opinions arising from lecture and reading content.,5
108,91,It's nice to get my 'hands dirty' again and have a unit with lots of coding involved.,5
110,92,The Laboratories. I found that a majority of my understanding of the content was from taking what I'd learnt in lectures and solidifying it with writing a Laboratory report.,5
111,93,Excellent lecturer.,5
112,94,The video's were good and the support resources,5
113,95,the amounf of pracstise prensetions and feedback for big report.,5
114,18,The information on the topic of <> is very interesting.,5
115,95,"My favourite aspect of this unit was the partnership with The Big Issue, and developing a social enterprise for an organisation which my values are aligned with. It allowed creative freedom and I thoroughly enjoyed being involved in The Big Idea.",5
116,96,"Exposure to a wide range of areas in psychology. I was not aware of most of the topic areas included in the weekly presentations, and being exposed to all the areas made me appreciate the possibilities for psychologists, either in post-graduate studies or in the field.",5
117,97,"I found that I knew a lot of the content from other <> units. <> felt like a refresher of everything I had studied previously, which made it easy and enjoyable as a final semester unit.",5
118,98,<>  enthusiastic and energetic teaching! He has pushed the class to think like marketers and not students doing a marketing assignment. I have learnt a lot from this class and <> teaching.,5
119,99,... exploring the Cold War in a completely different perspective than covered in<>. Given the pace and complexity of the Cold War each country could fill a units worth of content; I really enjoyed the balance struck between studying European and wider Asiatic Cold War confrontations / developments.,5
120,74,the constant examples made it easier to learn,5
117,100,"<> is a great tutor who reakky cares about her students, I think she was the best aspect of the unit.",5
121,101,"Having actual moderation and assessing practice, rather than just theoretical delivery",5
122,70,"As much as this unit can be so stressful due to being thrown into unfamiliar territory, I do enjoy the uniqueness of the projects. I've never worked on installations before, and this project terrified me of failing it. But it has helped me to really stretch my creativeness into the films.",5
123,102,The group assignment enables us to be creative and further improve our teamwork skills.,5
123,7,"Tute labs; everything is taught and practiced in the same class.
Support for class topics and assignments are well done.",5
124,103,"This unit is one of the best units for any student to do!
It teaches us many key aspects to any project and that is how to deal with the client and dealing with issues you encounter.
It also makes you feel really good when you get the finished product at the end, and see where all your hard work has gone to!",5
125,104,Learning how to render in the digital space,5
126,105,The research of neglected topic and target audience. It can wider the perspective view of design project. More experience of design research of the issue funeral.,5
127,106,"Freedom in brief. Finally a decent chance to do what we want and showcase a lengthy project in depth (semester 1+2)
Individual appointments.
Flexibility in deliverables and brief writing.
Lack of lectures towards the end (would be unnecessary)",5
128,94,"Despite my suggestion of improvement, I overall enjoyed the unit.",5
129,35,<>  help was probably the best part. Although the content seemed quite rushed through the semester. He helped in any way he could.,5
130,107,Screenings. Consultations. Learning from the lecturers' personal experiences.,5
1,108,The freedom in topic choices is great,5
131,109,assessments are welll organised,5
132,12,wiki,5
133,110,"The best aspect was the guest lecturers, and they weren't even always on topic with deployment and evolution. It was just interested to get their professional opinions on things.",5
134,109,"Really interesting being able to code graphics and create effectively something, in this case a robot, out of nothing.",5
135,110,"Guest lectures and usage of modern tools (Continuous deployment using Azure would get you bonus points though). Most subjects use old tech, so I was impressed to see a relatively recent service.",5
133,3,It was nice how much freedom they gave us just to work on our projects and how they treated us as equals.,5
136,111,Learning how to use a new software was good,5
131,112,"The approach ability of the teachers. They are all very helpful, because sometimes I go toother labs and the tutors dont mind",5
137,110,"The guest lectures were highly engaging, interesting and I felt rewarding to go to, despite the lack of relevence to the unit.",5
131,113,Lab work is relevant for the skills exam,5
137,3,Great experience.  Project management is hard.  I learnt I don't want to do it.,5
138,114,I think the unit contained interesting content and the lectures were informative. The use of videos and guest lectures was great.,5
139,115,"It was insightful, and went into the nitty gritty of it all",5
138,116,The discussion had in the tutorials was very robust and we were able to discuss a variety of issues and concepts.,5
133,117,The lectures were very well structured and easy to follow.,5
132,118,the project,5
140,119,"The online tutorials are really helpful- allowing you to complete the weekly tasks at your own pace, and go back, review and fully grasp concepts.",5
135,3,The staff. They made what they could out of a bad situation. The freedom to develop what I wanted was also great.  The unit is brilliant when it's given the resources it needs.,5
141,120,Using the workshop and documenting/making prototypes.,5
142,121,Help and advice in the labs was good and the lectures were done really well. going through the examples in the lectures helped maintain an understanding of how everything works instead of leaving you to catch up if something didnt make sense.,5
143,122,industry focused material,5
144,123,interacting with my group members as we offered each other support as there was no support provided by the tutor.,5
145,124,"The online quizzes, also leaving the quizzes open till the end of semester.",5
146,125,"various teaching types in tutorial class, hope this will continue in the future.",5
147,126,My quality of writing increased due to this subject. The conceptual design project was somewhat interesting but did feel a bit rushed.,5
148,127,Interesting topics and relatively well organised and set out,5
149,128,"The quality of information provided (lecture slides, sample exams etc) were very useful.",5
150,129,I absolutely loved coming to class each an every week. It was always engaging and presented in a way that allowed for an extensive understanding of the content. I enjoyed the challenge of the assignment which was something completely out of my comfort zone. It allowed me to apply my knowledge in a different way and learn a new area of <>,5
151,130,basic maths revision,5
152,131,The occasional one-on-one feedback was quite helpful.,5
153,132,The assignments were enjoyable and challenging. I enjoyed being able to work on them at my own pace (when possible!),5
154,10,The seminar format was excellent! Interactive discussion was invaluable to understanding the content and gave the possibility for a change of perspective on mental illness and the way in which one should engage with people in the professional and human context,5
155,133,Each topic was interesting and and made you think,5
156,134,"Our mentor tried to assist us, but even she did not have the information we needed if it was related to the courses structure or detailed assessment instructions until it was too late.",5
154,18,"Interesting marterial, interesting and engaging assignment topic (particularly assignments 2).",5
157,31,The teachers,5
158,135,"The lectures were interesting. My favourite lectures was the cosmopolitanism one and <> lecture on her experience in Saudi Arabia. I remember after watching the Global Citizen video during the lecture, I immediately felt like I had to do so much more than what I was already doing. Now I'm volunteering for the UN as a social media manager, so thank you for the eye opener.",5
158,136,The assignments and the tutorials.,5
159,137,"Overall, it is a hard subject to teach as there is a lot of content. <> tries very hard to have an interesting subject and we can see that. <> was always very nice and was great in listening to students. For the lectures there is just too much content to remember, maybe in future lectures have certain weeks dedicated to the assignment and others for learning other topics.",5
160,138,I did think the capstone project was an important learning opportunity.,5
161,139,My tutorials with <> are really informative and interesting,5
162,140,The assessments.,5
163,141,"the excursion, and all of the lecturers, they're all really interesting to listen to",5
164,10,Interactive lectures.,5
165,142,very practical,5
166,143,Content is interesting and is well presented. Lectures are interesting. Quizzes in the class are awesome and a great way to reinforce important points.,5
167,144,<> experience in knowing what has troubled students in the past. And flexibility in accommodating my busy schedule.,5
168,145,Case studies and open discussions,5
169,146,The examples used and the case studies.,5
170,147,"The case studies are most awesome part of this unit, <> selected really live cases from different industries and profession to demonstrate how strategy work, the human aspect and systematic aspect of the strategy and the how from generations to generation how strategy have been exercise by business leaders. She did not leave anything untouched include politics, culture and religions norms that affect our systematic of doing thing. 
She made great finishing today with amazing strategy game.",5
171,148,I enjoyed working with my team on the pitch and the guest speakers were great.  After completing the unit I felt a huge sense of relief but after reflection I was able to identify how much I actually learnt by being thrown in the deep end!,5
172,149,The pracs,5
172,150,The pracs,5
173,151,the easy access to resources and lecture notes,5
174,152,Interesting topics,5
174,153,"Quizes at the end of each topic to keep us on our toes, keeping it fresh in mind.",5
175,154,"friendly teacher, makes learning more easier",5
176,53,Sunday night emails! They were so good; we always felt prepared for a new week and motivated by your kind words.,5
175,155,"friendly teachers, makes learning more easy!",5
177,156,"- The open ended briefs
- A lot of room for creativity
- The similarity between the projects, allowed for a lot of refinement and a deeper understanding
- The lectures were usually really great and informative, also how they influenced the tutorials in a meaningful way",5
178,157,online accessibility for course material and lectures,5
179,158,"I'm not sure who organised the guest lecturers but the quality of people coming were absolutely fantastic. Despite the fact that most were Fairfax journalists, the variety of people coming in were great and week to week, i learned a lot out of what they had to say. The work to get them in didn't go unnoticed i guarantee you.  I thought Assignment 1 was perfect. Worth 25%. A valuable exercise for all students and fun to read for anyone who wanted it on the standard.",5
176,159,"- The ambiguous concept of designing a project that is a project for someone else is pretty clever. Once we all figured that out, we were pretty excited about that. It was something none of us had done before. 
- Two members of my group was actually really lovely people to work with an I enjoyed seeing their style of work compared to my own.",5
176,160,The slides were easy to follow and use for revision.,5
180,31,"Loved the theory and the discussions that the concepts brought up within the class. Very engaging!

Loved the freedom to write our own essay question and the encouragement to do so.",5
181,21,information given through lectures,5
182,89,The labs and the lectures,5
183,161,that's enough for student,5
184,95,Gaining real world experience and helping our client.,5
185,162,- great organization of tasks such as the learning process progresses with the tasks.,5
186,163,"Packaging is one of my favorite things to design, love it.",5
187,164,"Excellent guest lecturers, broad spectrum of Health Psychology covered, <> passion for the subject.",5
188,165,there was no exam.,5
189,166,I love the fact that there is also recording of the tutorials which helps us to solve the tutorial questions. This is a good to look back if for any reason someone haven't completed or attended the tutorial there is a video to watch that will lead you on the right direction.,5
190,155,<> is a great teacher. doesnt push people to answer if they dont want but will positively encourage everyones answers even if they are incorrect,5
191,18,"The tutorials, my tutors <> and <> were fantastic, very well organised and helpful with all the materials.",5
192,167,Discussions,5
191,129,"The organisation of the lectures, <>enthusiasm and the way in which he teaches is so helpful when trying to remember information from lectures and the assignments as well as the midterm exam both felt like very fair tests of what we had learned up until those points.",5
193,126,i have to follow the <> structure. i can not do by my way.,5
194,168,"The concept behind the unit, the idea of picking one animal and sticking with it through the whole unit was quite moving. I feel as though the image of my animal evolved more and more through each brief so it was really nice to see how far I could take it. It was all really fun and I learnt a great deal",5
195,169,"Social interaction
I really enjoyed the weekly seminars hosted by Big idea as they were quite insightful to learn from leading professionals",5
196,170,<> always use some videos to help us to understand concepts from this unit.,5
197,171,feedback from each presentation directly after. Communications between <> and <> about our work and what we can improve on were really good,5
198,172,"- A balanced set of assessment tasks
- Introduction to formal research papers",5
199,173,The best aspect was realising how control theory could be used in a real world situation through the use of a digital controller (and difference equations) to control a PWM powered DC motor.,5
200,174,this entire unit was amazing i learnt a lot and when i had questions they were answered quickly.,5
201,175,Being able to get experience when it came to meeting and conversing with real-life clients. That kind of stuff is honestly priceless.,5
202,86,<> is a pretty cool room. No exam. Increasing grade value of pracs.,5
203,176,"The laboratories really consolidated the content delivered in the lectures and the tutorials. The formatting of the lecture slides, tutorials and laboratories was well thought out and made studying a pleasure.",5
204,177,Having a core text book provided consistency in relation to the topic explanations,5
205,101,"Theory was excellent, relevant and deliberate
Outstanding staff member
Class time was always huge productive.
BlackBoard organisation was awesome...",5
206,112,"Some of the coding examples and principles were fascinating, would like to see more in code and modification alongside the slides.",5
207,178,"it was highly organised, and tutors were very supportive",5
208,125,"The unit is well organised, the information was well presented and easy to interpret. The assessments were straight forward and easy to understand. The exam was straight forward as well. The kahoot practice questions really helped in learning the theory - especially for the exam.",5
209,175,"Real clients, in depth working with a group. The ability to receive feedback each week, and make changes to have he best outcome was very good and helpful.",5
210,90,Being able to openly talk about each weekly topic.,5
211,179,I enjoyed the content in the lectures immensely. I found it practical and useful and was excited to use the new 'tools' I had learnt about.,5
11,180,"<> ability to push through his adverse circumstances, his in depth knowledge, the depth he managed to get into in such a short time period, his consideration in terms of other's situations and his attempts to make sure everyone got the most from the subject. Definitely one of the best subjects I've studied and a lovely way to end the degree - very honest and realistic representation of the progression of psychology and the major contributions to the area",5
212,181,The content was somewhat interesting,5
213,121,The teaching of the kinematics by <> was the best part of the unit. It was explain excellently. The hand eye coordination assignment was also a lot of fun to work on an gave a great hands on experience.,5
214,121,"Interesting tasks, working at your own pace, simple yet challenging tasks,",5
215,166,<> his organisation and enthusiasm relating to the subject make a somewhat boring subject seem interesting,5
216,57,Tutorials kept you focused which I liked,5
217,182,The pacing and the number of assessment tasks were perfect. I liked that we had enough time to finish one before starting another. Only having a mid-semester test and an assignment was a really good idea. Im sure students really appreciated not having to worry bout more assessment tasks than necessary.,5
210,159,The fact we get to submit parts of the assignment first to receive feedback and guidance on how to improve.,5
216,183,Everything. It was definitely my hardest unit but my favourite. Staff really pulled this unit together. Great work all.,5
210,184,I enjoyed the poster assignment. Gastro workshop was interesting also.,5
218,97,The links between assignments 2 and 3 and the tutorials,5
12,185,The project meetings and ability to be guided through completing an accurate group project.,5
219,186,Well defined task descriptions.,5
220,187,"Even though I wasn't a massive fan of the unit, I found that I did learn a lot, and the final work is something that I am proud of.",5
221,188,Learning about crowdfunding,5
222,189,"I like that the work shopping took place online, so students who struggle with face to face interactions or could not make it to class could still participate",5
223,13,The weekly quizzes were a good idea and something I was impressed by. More subjects should have this. It helped with learning.,5
224,190,Some topics in general were interesting. Others were definitely not though,5
222,167,"Range of different assessments, it didn't feel like we were repeating the same material over and over",5
225,63,"i enjoy the clear structure of the unit, and find it easy to follow <> in her lectures. i find the activities that we did in the tutorials engaging and easy to follow and practicing in class made the mid semester test very approachable.",5
226,191,the labs,5
227,123,Groupwork,5
228,192,Learning based.,5
229,186,"No lectures. Not that I hate lectures, I hate sitting there for two hours while some teachers read off the slides. This way we skip the whole fiasco and learn at our own pace.",5
230,117,<> - he was a fantastic lecturer who knew his content well and took the time to help out students when they needed it. I Learnt an incredible amount from this subject in both the lectures and tutorials,5
12,193,The content was up to date and very interesting unit which is very relevant to real world situations and the surrounding environment in all aspects.,5
231,97,The convener was very active on blackboard. The lecture slides were easy to follow and understand. It would have definitely been much better to assess students' understanding of the subject matter through exams and tests rather than group work and the final assignment.,5
232,194,Getting to work with a real client was really interesting and practising what it would be like in industry.,5
233,195,Really interesting subject that uses other subject's knowledge (from the science degree) which meshes well with what the students learn.,5
234,196,Labs were clearly described and demonstrated both by demonstrators in lab and by <> via the lab videos. Lectures were relatively concise.,5
235,156,I really enjoyed application my design work,5
236,197,The tutor,5
231,72,The test at the beginning. A good unit will primarily consist of tests and exams rather than tedious assignments that require group work.,5
237,198,Knowing how to solve the problems taught using matlab. I have never used this software before and it assisted me in understanding the content as well.,5
238,199,Class every second week and allocation for group work.,5
235,200,"I really enjoyed the first part of the unit, as well as learning and producing an interactive folio. It was super rewarding seeing what I put together.",5
239,104,Learning to digitally render!,5
240,2,The instructors are usually very good though.,5
241,93,Fabulous unit. Essential to applied mathematics students and engineers.,5
242,106,I think not having lectures and having appointment with <> made it helpful as theres more one on one time,5
239,188,Learning the business side of selling a product independantly,5
226,201,the lecture,5
243,163,I really liked the first assignment. It was interesting and fun to complete. Great folio items. I also liked how this unit helped us develop our model making skills.,5
238,202,Group learning.,5
237,52,The fact that you adjusted this unit based on <>  is one of these reasons why this unit is run so well.,5
244,131,String feedback. <> cares about all the students and clearly wants to help and develop our skills as much as possible.,5
245,23,Information and the content were good and practical.,5
246,117,Both <> and <> did a good job of the tutorials and lectures respectively.,5
247,108,<> enthusiastic lectures & <> tutoring!,5
248,110,"The extended assignment one allows me to work around and give me plenty of time to do work for my other units as well which is what i needed, especially being a final year student.",5
249,154,"Tutorials. <> was a great. Structured the tutorials in a organised fashion, made it clear on what objectives to focus on.",5
250,91,"The things we learned all seemed to be practical things that we may use in a job. The assignment sheets were very clear and I always knew what I needed to do (apart from when I tried to write to a raw file for 3 hours before I realised you couldn't in assignment 6!). That was the only issue I had the entire semester though, incredible job guys thank you!",5
251,126,i like how <> is commited to all his students and pushes them to achieve things they didnt think they could.,5
252,203,In class demonstrations,5
253,204,Big data topic,5
254,205,"Lecture content.

Laboratory content.

A course suffering from a General-Overflow of enthusiastic and excellent technical staff.",5
255,206,all is good,5
256,179,Solar boat challenge,5
257,207,"The Assignments, challenging yet fun",5
258,208,"I have a basic concept of information design after i learn it
But generally..........",5
259,209,The assistance I received in understanding what is expected from University essays.,5
260,202,"The weekly team meetings with <>, I think it helped to keep the team on track and a space for us to explore options",5
261,82,<> herself.  An engaging speaker who brings both immense knowledge and a genuine sense of social justice to the classroom.,5
262,169,Learning all about social enterprises and social business and how they are becoming a big trend.,5
263,210,Interesting and motivating assessments.,5
261,68,<> lecture - such a great speaker and very engaging.  The textbook - very interesting and fun to read.,5
264,211,"The portfolio module and the rendering class. Im able to developing my portfolio further, better understanding in producing good renders and i know how to calculate project cost now.",5
265,212,"Having a small class was good, having more time to ask questions and go through things was good.",5
266,213,Having the experience of working in a professional environment.,5
267,166,"<> support - gave precise help when visited in his office and broadened understanding of the material
<> itself; thanks <>
Well-structured labs and tutorials and recording availability for everything",5
268,204,students are given plenty of time to brainstorm,5
269,152,The lectures were very informative and the material delivered was clear and easy to follow. The lecture materials are awesome.,5
270,214,So interactive,5
271,31,I really enjoyed that there was an emphasis on incorporating our interests to do with the subject in both assignments. I really liked being able to get creative with the final assignment and do something more practical rather than having to just write another essay.,5
272,215,"- understanding tutors, recognised mistakes: the earlier the better
-",5
273,216,"The assignments were really creative and fun, and utilised the skills we had been learning",5
274,217,"The 1:1 thermal mass model. It was very interesting to work with it. 
I was surprised with the amount of useful technical information was provided. They are very helpful and easy to understand under the instructions of my tutor.",5
275,218,"really engaging and relevant. The lectures were really interesting also, even though they were collingwood focused",5
14,219,<>. He is a great teacher and he has inspired me with his was of teaching.,5
276,196,not having 8.30am lectures,5
276,220,<> Maths based quirky one liners/ jokes,5
277,221,"<> was exceptional, she has an ability to make everyone feel comfortable, whilst providing a quality learning environment.",5
278,222,Lectures,5
279,186,"Weekly tasks
Videos",5
279,12,The psychology section is very intresting,5
280,223,<> dedication to teaching he truly knows his content and he really tries to get the class involved.,5
281,14,It is all good,5
282,219,the knowledge is essential and detail,5
282,224,knowing how to create a bit tender and controlling project,5
283,12,The teaching staff made the unit very interesting and light.,5
284,225,This unit was extremely organised. The readings were very helpful and the assessments were engaging and suitable. I loved the assessments.,5
284,226,the hands on experiences were engaging.,5
284,227,"I enjoyed the content. I loved that there wasn't a lot of readings to do and instead, the educator had organised a powerpoint presentation summing up all the necessary knowledge. This was good as it did not drain the unit.",5
285,228,<> was an amazing tutor and lecturer. The lectures were interesting and engaging. I liked how we were able to receive 60% of marks by attending lectures and tutorials and answering the related questions. I feel as though I learnt a lot about <> in this unit.,5
286,122,freedom of choice of product,5
287,229,"The unit was really interesting, I thought I would struggle with it because I have never done anything related to law but the materials provided and the way it was taught made it really interesting and I learnt a lot.",5
288,230,The lecture content and slides were always clear and understandable,5
289,202,"Letting students work with a real client is great for them, it provides them with invaluable experience. Furthermore, delivering a real project that they can be proud of and show off on their Resume, Job Applications or LinkedIn profile is an awesome thing. The capstone industry project is a huge success in that regard and if the staff work hard on making it better it could very well be even more beneficial for students.",5
290,154,The best aspects of this unit is the support received in class by way of additional notes to assist students to understand via a step-by-step process how to work through a particular question.,5
291,231,The tutorials. It validated the material discussed in lectures and helped put theories to practice.,5
